en,es,en_text_length,en_num_words,en_max_word_length,en_avg_word_length,en_perc_special_chars,es_text_length,es_num_words,es_max_word_length,es_avg_word_length,es_perc_special_chars
: Receptor of radiation whose colorimetric characteristics correspond to the spectral tristimulus values x–,": Receptor de irradiación, cuyas características colorimétricas corresponderán a los componentes tricromáticos espectrales x–",107.0,14.0,15.0,6.714285714285714,0.009345794392523364,125.0,14.0,15.0,8.0,0.016
I still think you should bow out of this anatomy class you signed up to teach.,Sigo pensando que deberías retirarte de esa clase de anatomía que accediste a dar.,78.0,16.0,7.0,3.9375,0.01282051282051282,82.0,14.0,9.0,4.928571428571429,0.012195121951219513
Matty Hari.,Matty Hari.,11.0,2.0,5.0,5.0,0.09090909090909091,11.0,2.0,5.0,5.0,0.09090909090909091
Just sign the fucking document.,Firma el puto documento. Está bien.,31.0,5.0,9.0,5.4,0.03225806451612903,35.0,6.0,10.0,5.0,0.05714285714285714
"All right, let's pop off our pants.","Bien, vamos a sacarnos los pantalones.",35.0,7.0,6.0,4.142857142857143,0.08571428571428572,38.0,6.0,11.0,5.5,0.05263157894736842
We take them with us.,Los llevamos con nosotros.,21.0,5.0,4.0,3.4,0.047619047619047616,26.0,4.0,9.0,5.75,0.038461538461538464
13 and 34.,13 and 34.,10.0,3.0,3.0,2.6666666666666665,0.1,10.0,3.0,3.0,2.6666666666666665,0.1
"I just can't, and that feeling that Sue was talking about in there of being tethered to someone...","No puedo, y aquél sentimiento del que Sue estaba hablando allá dentro de ser atado a alguien...",98.0,18.0,10.0,4.5,0.05102040816326531,95.0,17.0,11.0,4.647058823529412,0.042105263157894736
The path's covered with them.,El camino está cubierto de ellos.,29.0,5.0,7.0,5.0,0.06896551724137931,33.0,6.0,8.0,4.666666666666667,0.030303030303030304
The Fund's financial contribution shall take the form of grants.,La contribución financiera del Fondo adoptará la forma de subvenciones.,64.0,10.0,12.0,5.5,0.03125,71.0,10.0,13.0,6.2,0.014084507042253521
"You know it's just a spear, right?","Sabes que es solo una lanza, ¿verdad?",34.0,7.0,6.0,4.0,0.08823529411764706,37.0,7.0,8.0,4.428571428571429,0.05405405405405406
"Well, most years we try to avoid anything divisive.","Bueno, casi todos los años intentamos evitar todo lo que provoque división.",51.0,9.0,9.0,4.777777777777778,0.0392156862745098,75.0,12.0,10.0,5.333333333333333,0.02666666666666667
EU Market access for European Companies (debate),Estrategia de la UE para facilitar a las empresas europeas el acceso a los mercados exteriores (debate),48.0,7.0,9.0,6.0,0.041666666666666664,103.0,17.0,10.0,5.117647058823529,0.019417475728155338
"Wow, grade eight, so it takes forty years.","Wow, grado ocho, así que unos cuarenta años.",42.0,8.0,6.0,4.375,0.07142857142857142,44.0,8.0,8.0,4.625,0.06818181818181818
People smoking grass?,Gente fumando hierba.,21.0,3.0,7.0,6.333333333333333,0.047619047619047616,21.0,3.0,7.0,6.333333333333333,0.047619047619047616
Testimony in the mountains,Testimonio en la montaña,26.0,4.0,9.0,5.75,0.0,24.0,4.0,10.0,5.25,0.0
Such a regulatory body should be able to enforce its information requests and decisions by means of appropriate penalties.,"Mediante las sanciones que correspondan, dicho organismo regulador debe poder hacer cumplir los requerimientos de información que emita y las decisiones que adopte a tal respecto.",122.0,19.0,11.0,5.473684210526316,0.00819672131147541,179.0,26.0,14.0,5.923076923076923,0.0111731843575419
"""I desire to buy a house, but I don't have the means to do it.","""Tengo deseo de comprar una casa, pero no tengo posibilidad de hacerlo.",62.0,15.0,6.0,3.2,0.06451612903225806,71.0,12.0,11.0,5.0,0.04225352112676056
"If we were in New York, I'd be suing her for harassment and non-support.","Si estuviera en Nueva York, la demandaría por falta de manutención.",72.0,14.0,12.0,4.214285714285714,0.05555555555555555,67.0,11.0,12.0,5.181818181818182,0.029850746268656716
Thus Mongolia is a medium ranking country by human development.,"En consecuencia, Mongolia es un país con un desarrollo humano intermedio.",63.0,10.0,12.0,5.4,0.015873015873015872,73.0,11.0,13.0,5.7272727272727275,0.0273972602739726
Do I look like a professional killer to you?,¿Parezco un asesino profesional para ti?,44.0,9.0,12.0,4.0,0.022727272727272728,40.0,6.0,11.0,5.833333333333333,0.025
"Protest outside the AGM of Anglo American in London, April 2013","Protesta ante la Junta general de Anglo American, en abril de 2013, en Londres.",63.0,11.0,8.0,4.818181818181818,0.015873015873015872,79.0,14.0,9.0,4.714285714285714,0.0379746835443038
"And if you can't, well,I can.","Y si tú no puedes... bueno, yo puedo.",29.0,6.0,6.0,4.0,0.13793103448275862,37.0,8.0,9.0,3.75,0.13513513513513514
I must have been dreaming or so fuckin' high.,O lo he soñado o estaba colocado.,45.0,9.0,8.0,4.111111111111111,0.044444444444444446,33.0,7.0,9.0,3.857142857142857,0.030303030303030304
"There you go. There you go, man.","Ahí lo tienes, ahí lo tienes, tío.",32.0,7.0,5.0,3.7142857142857144,0.09375,34.0,7.0,7.0,4.0,0.08823529411764706
"Now, Dale, listen carefully.","Ahora, Dale, escucha con cuidado.",28.0,4.0,10.0,6.25,0.10714285714285714,33.0,5.0,8.0,5.8,0.09090909090909091
I got a disimpaction for you in 3.,Una desimpactación en la tres.,34.0,8.0,12.0,3.375,0.029411764705882353,30.0,5.0,14.0,5.2,0.03333333333333333
I'm having a woman's period.,Tengo el periodo femenino.,28.0,5.0,7.0,4.8,0.10714285714285714,26.0,4.0,9.0,5.75,0.038461538461538464
- all in front of you.,- antes que tú.,22.0,6.0,5.0,2.8333333333333335,0.09090909090909091,15.0,4.0,5.0,3.0,0.13333333333333333
"Evidence from two double-blind, placebo-controlled trials and one comparative trial suggest that cream made from the herb Oregon grape ( Mahonia) may help reduce symptoms of psoriasis, although it does not seem to be as effective as standard medications.","Evidencia de pruebas controladas preliminares sugiere que la hierba uva de Oregon ( Mahonia) podría ayudar a reducir ligeramente los síntomas de psoriasis, aunque no parece que sea tan efectiva como los medicamentos estándar.",254.0,39.0,18.0,5.538461538461538,0.027559055118110236,225.0,34.0,12.0,5.647058823529412,0.017777777777777778
And He Looked Inside.,El resto del grupo no sabe adónde va.,21.0,4.0,7.0,4.5,0.047619047619047616,37.0,8.0,6.0,3.75,0.02702702702702703
(clicking),(Clic),10.0,1.0,10.0,10.0,0.2,6.0,1.0,6.0,6.0,0.3333333333333333
"Wait a minute, ""a girl like me""? What's that mean?","Espera un minuto, ""¿una chica como yo?"" ¿Qué significa eso?",50.0,10.0,7.0,4.1,0.12,59.0,10.0,9.0,5.0,0.0847457627118644
- We might get laid.,Puede que echemos un polvo.,20.0,5.0,5.0,3.2,0.1,27.0,5.0,7.0,4.6,0.037037037037037035
Today many companies still manage this in spreadsheets.,Hoy muchas compañías aún manejan esto en hojas de cálculo.,55.0,8.0,13.0,6.0,0.01818181818181818,58.0,10.0,9.0,4.9,0.017241379310344827
It smoothes and tightens.,Suaviza y reafirma.,25.0,4.0,9.0,5.5,0.04,19.0,3.0,9.0,5.666666666666667,0.05263157894736842
San Antonio.,San Antonio.,12.0,2.0,8.0,5.5,0.08333333333333333,12.0,2.0,8.0,5.5,0.08333333333333333
I really saw her climbing up the window,Yo en realidad la vi trepando la ventana.,39.0,8.0,8.0,4.0,0.0,41.0,8.0,8.0,4.25,0.024390243902439025
Yuriko told him that she wanted to go... but not necessarily with him.,Yuriko le dijo que quería ir pero no necesariamente con él.,70.0,13.0,11.0,4.461538461538462,0.05714285714285714,59.0,11.0,14.0,4.454545454545454,0.01694915254237288
"They were simply buying acid on the black market and stuffing it down their throats, with very little regard for the consequences.","Ellos simplemente estaban comprando ácido en el mercado negro y engulléndolo en sus gargantas, con muy poca importancia de las consecuencias.",130.0,22.0,13.0,4.954545454545454,0.015384615384615385,141.0,21.0,14.0,5.761904761904762,0.014184397163120567
"I was in class, actually, when Bruce Lee died.","Yo estaba en clase, en realidad, cuando Bruce Lee murió.",46.0,9.0,9.0,4.222222222222222,0.06521739130434782,56.0,10.0,9.0,4.7,0.05357142857142857
"But there's more. In order to get close to Fat Bastard, I had to--",Es que para estar con Gordo Bastardo tuve que...,66.0,14.0,8.0,3.7857142857142856,0.07575757575757576,48.0,9.0,8.0,4.444444444444445,0.0625
So that completes voir dire.,Siéntese. Eso completa el examen preliminar.,28.0,5.0,9.0,4.8,0.03571428571428571,44.0,6.0,11.0,6.5,0.045454545454545456
"- Hey, is that wine?",- Sí. - ¿Eso es vino?,20.0,5.0,5.0,3.2,0.15,21.0,6.0,5.0,2.6666666666666665,0.19047619047619047
This debate is fizzling out because of the situation in Italy and the positive statements that we are hearing.,Este debate está fracasando a causa de la situación de Italia y de las declaraciones positivas que estamos escuchando.,110.0,19.0,10.0,4.842105263157895,0.00909090909090909,118.0,19.0,13.0,5.2631578947368425,0.00847457627118644
I started my own business.,Yo comencé mi propio negocio.,26.0,5.0,9.0,4.4,0.038461538461538464,29.0,5.0,8.0,5.0,0.034482758620689655
Mr. Tiwari..,El Sr. Tiwari ..,12.0,2.0,8.0,5.5,0.25,16.0,4.0,6.0,3.25,0.1875
"The main problem for who wishing to start or revive a dance hall or a discotheque, remains, as indeed for any activity, th [...]",El problema principal de las personas que deseen iniciar o reactivar un salón de baile o disco [...],128.0,24.0,12.0,4.375,0.0625,100.0,18.0,9.0,4.611111111111111,0.05
"Food and Agriculture Organization of the United Nations, Report of the twenty-fifth session of the Committee on Fisheries, Rome, 24-28 February 2003, FAO Fisheries Report No. 702 (FIPL/R702(En)), appendix H.","Organización de las Naciones Unidas para la Agricultura y la Alimentación, Informe del 25º período de sesiones del Comité de Pesca, Roma, 24 a 28 de febrero de 2003, FAO Fisheries Report No. 702 (FIPL/R702(En)), apéndice H.",207.0,30.0,16.0,5.933333333333334,0.06763285024154589,223.0,37.0,16.0,5.054054054054054,0.053811659192825115
"Well, I have it on some authority there will be a massive buildup.",Creo no equivocarme si afirmo que habrá un aumento masivo.,66.0,13.0,9.0,4.153846153846154,0.030303030303030304,58.0,10.0,11.0,4.9,0.017241379310344827
"And where are them little magnets I had over here, huh?","! Oh, ¡¿y dónde están los pequeños imanes que tenía por aquí, eh?",55.0,11.0,7.0,4.090909090909091,0.03636363636363636,65.0,13.0,8.0,4.076923076923077,0.06153846153846154
"If I hadn't asked you to work today, you'd be at home right now with your family.","Si no te hubiera pedido trabajar hoy, estarías en casa ahora mismo con tu familia.",81.0,17.0,7.0,3.823529411764706,0.04938271604938271,82.0,15.0,8.0,4.533333333333333,0.024390243902439025
People leaving the rally made a good impression - more or less normal people.,La gente que salía de la manifestación me causó una buena impresión - personas más o menos normales.,77.0,14.0,10.0,4.571428571428571,0.025974025974025976,100.0,18.0,13.0,4.611111111111111,0.02
"Pity he didn't talk, then.",Una pena que no haya hablado entonces.,26.0,5.0,6.0,4.4,0.11538461538461539,38.0,7.0,9.0,4.571428571428571,0.02631578947368421
That's what Dave Buster's does.,Es lo que hace Dave Buster's.,31.0,5.0,8.0,5.4,0.0967741935483871,29.0,6.0,9.0,4.0,0.06896551724137931
She was fooled by all that love of his.,Se engaño con todo ese amor.,39.0,9.0,6.0,3.4444444444444446,0.02564102564102564,28.0,6.0,6.0,3.8333333333333335,0.03571428571428571
"We are, however, heartened by recent peacemaking efforts in both the Sudan and Somalia.","No obstante, nos alientan los esfuerzos de paz recientes tanto en el Sudán como en Somalia.",87.0,14.0,11.0,5.285714285714286,0.034482758620689655,91.0,16.0,9.0,4.75,0.02197802197802198
I had to get back to change for the party.,Tengo que volver para cambiarme para la fiesta.,42.0,10.0,6.0,3.3,0.023809523809523808,47.0,8.0,9.0,5.0,0.02127659574468085
"I would, on occasion, uh, look at your e-mail...",- ...en ocasiones miraba tu e-mail. - ¿Qué?,48.0,9.0,9.0,4.444444444444445,0.14583333333333334,43.0,8.0,9.0,4.5,0.18604651162790697
– The best,–Ya deja de discutir,10.0,3.0,4.0,2.6666666666666665,0.0,20.0,4.0,8.0,4.25,0.0
"You like me, I won't make you say it.",No hacía falta que dijeras que te gusto.,37.0,9.0,5.0,3.2222222222222223,0.08108108108108109,40.0,8.0,7.0,4.125,0.025
"It's just how I feel, that's all.","Así me siento, y eso es todo.",33.0,7.0,6.0,3.857142857142857,0.12121212121212122,29.0,7.0,7.0,3.2857142857142856,0.06896551724137931
You look like an angel!,¡Pareces un ángel!,23.0,5.0,6.0,3.8,0.043478260869565216,18.0,3.0,8.0,5.333333333333333,0.05555555555555555
(3) unanimous unanimous decision decision on on the the opening opening of of accession accession negotiations.,(3) decisión decisión unánime unánime que que determina determina si deben si deben iniciarse iniciarse las las negociaciones negociaciones de de adhesión.,111.0,16.0,13.0,6.0,0.02702702702702703,155.0,22.0,13.0,6.090909090909091,0.01935483870967742
Maybe C-24 is what destroyed the population.,Tal vez el C-24 fuera lo que destruyó a la población.,44.0,7.0,11.0,5.428571428571429,0.045454545454545456,53.0,11.0,10.0,3.909090909090909,0.03773584905660377
"Artists of this group include Julio Barragán, Luis Seoane, Carlos Torrallardona, Luis Aquino, Atilio Malinverno, and Alfredo Gramajo Gutiérrez.","En este grupo se encuentran artistas como Julio Barragán, Luis Seoane, Carlos Torrallardona, Luis Aquino, Atilio Malinverno y Alfredo Gramajo Gutiérrez.",143.0,19.0,14.0,6.578947368421052,0.04195804195804196,152.0,21.0,14.0,6.285714285714286,0.03289473684210526
Potatoes (including early potatoes and seed potatoes),Patatas (incluidas las patatas tempranas y las patatas para siembra),53.0,7.0,10.0,6.714285714285714,0.03773584905660377,68.0,10.0,10.0,5.9,0.029411764705882353
"Last year I had the incredible opportunity to attend the Libre Graphic Meeting at Vienna, and since that moment, I started to contribute a bit more with different apps, instead only spread them.","El año pasado tuve la increible oportunidad de asistir al Libre Graphic Meeting en Vienna, y desde ese momento, comencé a colaborar un poco más con las aplicaciones, más que solo difundir.",194.0,33.0,11.0,4.909090909090909,0.020618556701030927,188.0,32.0,13.0,4.90625,0.02127659574468085
Enough talking...,Basta de hablar.,17.0,2.0,10.0,8.0,0.17647058823529413,16.0,3.0,7.0,4.666666666666667,0.0625
"""According to an official report... ""the squadron leader claimed that several direct hits by medium bombs... ""were scored before the Nazis could submerge","Según el informe, el jefe del escuadrón dice que varias bombas impactaron antes de que los nazis pudiesen sumergirse.",153.0,23.0,10.0,5.695652173913044,0.058823529411764705,117.0,19.0,11.0,5.2105263157894735,0.017094017094017096
