en,de,domain
What Iscover looks like and contents of the pack,45 Wie Iscover aussieht und Inhalt der Packung,medical
Reductions in female guinea pig fertility were observed in one study at doses in excess of the human dose; natalizumab did not affect male fertility.,"In einer Studie wurde eine Abnahme der Fertilität bei weiblichen Meerschweinchen in Dosierungen beobachtet, die über der beim Menschen zum Einsatz kommenden Dosis lagen.",medical
Perinatal mortality was increased and mean pup weight was decreased during the lactation period in high-dose F1 animals.,"Die perinatale Sterblichkeit war erhöht, das mittlere Fetengewicht war bei den F1-Tieren in der Hochdosis- Gruppe während der Stillzeit reduziert.",medical
Patients with severe hepatic insufficiency.,Patienten mit schwerer Leberinsuffizienz.,medical
The effect of leflunomide on improvement of function and on reduction of skin lesions was modest.,Die Wirkung von Leflunomid auf die Verbesserung der funktionsbezogenen Lebensqualität und die Reduzierung von Hautläsionen waren mäßig.,medical
Most responders achieved a HR early with Tasigna treatment (median 1.0 months) and these have been durable (median duration has not been reached).,"Die meisten dieser Patienten erreichten die HR unter Tasigna rasch (Median 1,0 Monate) und nachhhaltig (Median noch nicht erreicht).",medical
"15.42 (3.9, 27.0) 14.7 (2.5, 26.9) -","bis 27,0) 14,7 bis 26,9)",medical
ra What Quixidar looks like and contents of the pack,Quixidar enthält keine tierischen Produkte. eim,medical
"Active immunisation of horses from 6 months of age against equine influenza to reduce clinical signs and virus excretion after infection, and active immunisation against tetanus to prevent mortality.","Aktive Immunisierung von Pferden ab einem Lebensalter von 6 Monaten gegen Pferdeinfluenza, um die klinischen Symptome und die Virusausscheidung nach der Infektion zu vermindern sowie aktive Immunisierung gegen Tetanus, um Todesfälle zu vermeiden.",medical
"If fluoxetine has been prescribed chronically and/ or at a high dose, a longer interval should be considered.","Wenn Fluoxetin über lange Zeit und/oder in hoher Dosierung verordnet wurde, sollte ein längerer Zeitraum in Betracht gezogen werden.",medical
Children with Turner syndrome Inject 0.045 - 0.050 milligrams (mg) for each kilogramme of body weight once daily under the skin (subcutaneously).,"Kinder mit Turner-Syndrom Spritzen Sie 0,045 - 0,050 Milligramm (mg) pro Kilogramm Körpergewicht einmal täglich unter die Haut (subkutan).",medical
The marketing authorisation holder is INO Therapeutics AB.,Der Inhaber der Genehmigung für das Inverkehrbringen ist INO Therapeutics AB.,medical
Do not use on cutaneous ulcers.,Nicht anwenden bei Hautgeschwüren.,medical
clinical exposure levels and with possible relevance to clinical use were as follows: uc,"In einigen, jedoch t lä",medical
- medicines used for treating psychological disorders (neuroleptics),- Arzneimittel zur Behandlung von psychischen Störungen (Neuroleptika),medical
Push down and turn child resistant closure to open bottle.,Öffnen Sie die Flasche durch Niederdrücken und Drehen des kindergesicherten Verschlusses.,medical
"If so, your doctor may discontinue the FSH and LH, and abandon the treatment with hCG, to prevent the development of more severe OHSS.","Sollte dies der Fall sein, kann Ihr Arzt die Anwendung von FSH und LH abbrechen und die Behandlung mit hCG aussetzen um die Entwicklung eines schwerwiegenderen OHSS zu verhindern.",medical
ANNEX I,ANHANG I,medical
106 treatment and close observation of the patient are recommended in cases of overdose.,116 Patienten empfohlen.,medical
Similar remission rates were observed for the 160/ 80 mg and 80/ 40 mg induction regimens by Week 8 and adverse events were more frequently noted in the 160/ 80 mg group.,"Die Remissionsraten in Woche 8 für die Induktionsdosierung mit 160/80 mg und mit 80/40 mg waren vergleichbar, unter der Dosierung mit 160/80 mg wurden häufiger Nebenwirkungen beobachtet.",medical
"Therefore, the test must not be used until four weeks without systemic antibacterial therapy and two weeks after last dose of acid antisecretory agents.","Deshalb darf der Test nicht eher verwendet werden, bis vier Wochen ohne systemische antibakterielle Therapie und zwei Wochen nach der letzten Dosis von Antacida verstrichen sind.",medical
Thalidomide Celgene 50mg,Thalidomide Celgene 50 mg,medical
r headache; rapid heart beat; feeling sick; feeling very hungry; temporary changes in vision; drowsiness;,"33 Angstgefühle, Verwirrung, Konzentrationsschwierigkeiten.",medical
Protopic 0.03% ointment,"Protopic 0,03% Salbe",medical
Once opened do not store above 25 °C.,5/19 Nach dem Öffnen nicht über 25 °C lagern.,medical
What Insuman Basal is and what it is used for 2.,Was ist Insuman Basal und wofür wird es angewendet?,medical
10 (1.8%),"10 (1,8%)",medical
"The Committee for Medicinal Products for Human Use (CHMP) decided that Isentress’ s benefits, when taken in combination with other antiretroviral medicinal products, outweigh its risks for the treatment of HIV-1 infection in treatment-experienced adult patients with evidence of HIV-1 replication despite ongoing antiretroviral therapy.","Der Ausschuss für Humanarzneimittel (CHMP) gelangte zu dem Schluss, dass die Vorteile von Isentress bei einer Verabreichung in Kombination mit anderen antiretroviralen Arzneimitteln, im Rahmen der Behandlung einer HIV-1-Infektion bei vorbehandelten erwachsenen Patienten mit nachgewiesener HIV-1-Replikation trotz kontinuierlicher antiretroviraler Therapie gegenüber den Risiken überwiegen.",medical
Pregnancy and breast feeding Tell your doctor if you are pregnant or planning to become pregnant.,"Schwangerschaft und Stillzeit Informieren Sie Ihren Arzt, wenn Sie schwanger sind oder werden möchten.",medical
"In the RISPERDAL placebo-controlled trials in elderly patients with dementia, a higher incidence of mortality was observed in patients treated with furosemide plus risperidone (7.3%; mean age 89 years, range 75-97) when compared to patients treated with risperidone alone (3.1%; mean age 84 years, range 70-96) or furosemide alone (4.1%; mean age 80 years, range 67-90).","In den plazebokontrollierten Studien mit RISPERDAL wurde bei älteren Patienten mit Demenz, die mit Furosemid plus Risperidon behandelt wurden, eine höhere Mortalitätsinzidenz (7,3%; mittleres Alter 89 Jahre, Altersspanne 75-97 Jahre) im Vergleich zu Patienten, die Risperidon allein (3,1%; mittleres Alter 84 Jahre, Altersspanne 70-96 Jahre) oder Furosemid allein (4,1%; mittleres Alter 80 Jahre, Altersspanne 67-90 Jahre) erhalten hatten, beobachtet.",medical
What is Atripla used for?,Wofür wird Atripla angewendet?,medical
PREPARATION FOR INJECTION OF CEPLENE,28 VORBEREITUNG FÜR DIE INJEKTION VON CEPLENE,medical
HEXAVAC does not protect against invasive diseases due to serotypes other than Haemophilus influenzae type b or against meningitis of other origins.,"HEXAVAC schützt nicht vor invasiven Erkrankungen, die durch andere Serotypen als Haemophilus influenzae Typ b ausgelöst werden, oder vor einer durch andere Erreger verursachten Meningitis.",medical
Why has Cystadane been approved?,Warum wurde Cystadane zugelassen?,medical
Liver function tests should be performed before the initiation of treatment and periodically thereafter.,Leberfunktionstests sollten vor Behandlungsbeginn und danach in regelmäßigen Abständen durchgeführt werden.,medical
"Considering the non inferiority in clinical outcome of valsartan compared to current standard treatment, an ACEI, the CHMP adopted the following harmonised wording for this indication:","Da das mit Valsartan und das mit der aktuellen Standardtherapie mit einem ACE-Hemmer erzielte klinische Ergebnis durchaus gleichwertig war, nahm der CHMP folgenden harmonisierten Wortlaut für dieses Anwendungsgebiet an:",medical
It is recommended that those patients who have pre-existing cardiac abnormalities and/ or are in advanced stages of cancer have,"Es wird empfohlen, dass bei Patienten mit kardialen Begleiterkrankungen und/oder mit Karzinomen im fortgeschrittenen Stadium vor und während der Behandlung wiederholt ein itte",medical
HOW TO STORE TRUDEXA,WIE IST TRUDEXA AUFZUBEWAHREN?,medical
"If goal blood pressure (< 140/ 90 mmHg) was not reached, hydrochlorothiazide (12.5 mg) was added first and, if needed, the dose of losartan or atenolol was then increased to 100 mg once daily.","Wenn der Zielblutdruck (< 140/90 mmHg) nicht erreicht wurde, wurde zunächst Hydrochlorothiazid (12,5 mg) zugegeben und dann gegebenenfalls die Losartan- oder Atenolol-Dosis auf 100 mg einmal täglich erhöht.",medical
The recommended dose of Levviax for adults and children of 12 years and older is two tablets of 400 mg once daily (800 mg once daily).,"Wenn Sie eine stark eingeschränkte Nierenfunktion haben, nehmen Sie abwechselnd Tagesdosen von t lä",medical
Grade 4 hypertension (hypertensive crisis) occurred in up to 1.0% of patients treated with Avastin and chemotherapy compared to up to 0.2% of patients treated with the same chemotherapy alone.,"Hypertonie vom Grad 4 (eine hypertensive Krise) trat bei bis zu 1,0% der Patienten unter Avastin und Chemotherapie auf, verglichen mit bis zu 0,2% bei Patienten, die mit Chemotherapie allein behandelt wurden.",medical
"This includes in particular: • antiarrhythmics – used to treat irregular heart beat; • chloroquine, halofantrine, clarithromycin, haloperidol, methadone - medicines that may have an unwanted effect on the function of the heart; • ketoconazole, itraconazole, voriconazole, moxifloxacin, clarithromycin, telithromycin – used to treat infections; • ritonavir – a medicine from the class “ antiproteases” used to treat HIV; • carbamazepine, phenobarbital, phenytoin – used to treat epilepsy; • rifampicin – used to treat tuberculosis; • St.","Dies gilt insbesondere für folgende Arzneimittel: • Antiarrhythmika – Arzneimittel gegen unregelmäßigen Herzschlag; • Chloroquin, Halofantrin, Clarithromycin, Haloperidol, Methadon – Arzneimittel, die unerwünschte Auswirkungen auf die Herzfunktion haben können; • Ketoconazol, Itraconazol, Voriconazol, Moxifloxacin, Clarithromycin, Telithromycin – Arzneimittel gegen Infektionskrankheiten; • Ritonavir – ein Arzneimittel aus der Gruppe der so genannten Antiproteasen, angewendet zur HIV-Behandlung; • Carbamazepin, Phenobarbital, Phenytoin – Arzneimittel gegen Epilepsie; • Rifampicin – ein Arzneimittel gegen Tuberkulose; • Johanniskraut – ein pflanzliches Präparat unter anderem gegen Depressionen (anderer Name:",medical
Each package contains 56 tablets (4 blister cards of 14 tablets each).,Jede Packung enthält 56 Tabletten (4 Blister mit jeweils 14 Tabletten).,medical
"REYATAZ + ritonavir was similar (non-inferior) to lopinavir + ritonavir on this efficacy measure (time-averaged difference of 0.13, 97.5% confidence interval [-0.12, 0.39]).","REYATAZ + Ritonavir war vergleichbar wirksam (nicht schlechter als) wie Lopinavir + Ritonavir bei dieser Erhebungs-Methode (zeitgemittelter Unterschied [time-averaged difference] von 0,13; 97,5% Konfidenzintervall [-0,12; 0,39]).",medical
14 tablets 28 tablets 28 x 1 tablets 56 tablets 98 tablets 14 tablets 28 tablets 28 x 1 tablets 56 tablets 98 tablets 84 tablets 84 tablets 30 tablets 90 tablets 30 tablets 90 tablets 14 tablets 28 tablets 28 x 1 tablets 30 tablets 56 tablets 90 tablets 98 tablets,56 Tabletten 98 Tabletten 84 Tabletten 84 Tabletten 30 Tabletten 90 Tabletten 30 Tabletten 90 Tabletten 14 Tabletten 28 Tabletten 28 x 1 Tablette,medical
Bone resorption due to malignant disease is characterized by excessive bone resorption that is not balanced with appropriate bone formation.,"Die Knochenresorption infolge einer bösartigen Erkrankung ist als übermäßige Knochenresorption gekennzeichnet, die nicht durch entsprechende Knochenbildung ausgeglichen wird.",medical
Tables 2 and 3 below detail the adverse reactions reported with the individual components of Karvezide.,"22 unten angeführten Tabellen 2 und 3 beschreiben die Nebenwirkungen, die mit den einzelnen Bestandteilen von Karvezide berichtet wurden.",medical
Package size 3 vials + 3 ampoules,3 Durchstechflaschen 3 Ampullen,medical
"A twelve month study (Gaining Optimal Asthma ControL, GOAL), in 3416 adult and adolescent patients with persistent asthma, compared the safety and efficacy of Seretide versus inhaled corticosteroid (Fluticasone Propionate) alone to determine whether the goals of asthma management were achievable.","Eine 12-monatige Studie („ Gaining Optimal Asthma Control”, GOAL) an 3416 erwachsenen und jugendlichen Patienten mit persistierendem Asthma bronchiale verglich die Sicherheit und Wirksamkeit von Seretide mit dem inhalativen Kortikoid Fluticasonpropionat allein, um zu prüfen, ob die Zielkriterien des Asthmamanagements erreichbar sind.",medical
Characteristics in patients The pharmacokinetics of sitagliptin were generally similar in healthy subjects and in patients with type 2 diabetes.,Besondere Patientengruppen Die Pharmakokinetik von Sitagliptin war bei gesunden Probanden und Typ-2-Diabetikern im Allgemeinen ähnlich.,medical
"26 approximately equal extent, and indirectly by this diuretic action reducing plasma volume, with consequent increases in plasma renin activity, aldosterone secretion and urinary potassium loss, and a decrease in serum potassium.",Indirekt kommt es zu einer Reduzierung des Plasmavolumens mit anschließender Zunahme von Plasmareninaktivität und Aldosteronsekretion sowie einer verstärkten Ausscheidung von Kalium und einer verminderten Kaliumkonzentration im Serum.,medical
