en,es
"Since the Kremlin interrupted energy supplies to the Balticstates in 1990 in a futile attempt to stifle their independencemovements, it has continued to use pipeline politics againstcountries such as Poland, Latvia, and Lithuania – all new EUmembers.","Desde que el Kremlin interrumpió el suministro de energía alos Estados bálticos en 1990, con la vana intención de aplastar susmovimientos de independencia, ha seguido utilizando la política delgasoducto contra países como Polonia, Letonia y Lituania –todosellos nuevos Estados miembros de la UE."
We all know the present dire state of citizens' knowledge about the organisation and policies of the EU.,A todos nos consta el precario estado de los conocimientos de los ciudadanos sobre la organización y las políticas de la UE.
- Twelve or 15.,- Doce o quince.
- Gaby!,- ¡Gaby!
Missionary... let's go...,"¡Misionero, vamos!"
O.C.D.,Trastorno obsesivo-compulsivo
"That is why some people can “remember” another lifetime, why experiences in other lifetimes can affect this one, and why your present choices can and do influence other lifetimes.","Por eso es que algunas personas pueden recordar otra vida, porqué las experiencias en otras vidas pueden afectar esta y porqué sus elecciones en el presente pueden influenciar otras vidas."
"Among the key issues ACC considered in 1999 was the devastating impact of the human immunodeficiency virus/acquired immunodeficiency syndrome (HIV/AIDS) epidemic, particularly in Africa where it is growing into a major development crisis.","Entre las principales cuestiones examinadas en 1999 por el CAC figuran los estragos causados por la epidemia del virus de inmunodeficiencia humana y el síndrome de inmunodeficiencia adquirida (VIH/SIDA), especialmente en África, donde se está convirtiendo en una de las causas principales de la crisis del desarrollo."
- Flashlights.,- Linternas.
"You just said in front of your entire he-man, woman hater's club,","Usted acaba de decir en frente de su entera He-Man, club de la mujer del enemigo,"
Take your drink and lay down your life with your family.,"Tomen su bebida, y dejen ir su vida con su familia."
- It's like you're speaking Brazilian.,Como si hablaras en brasileño.
Number of visits: 4686,Número de visitas: 1859
"As the old reality's grids collapse, we can see streaks of light and strange cloud formations appear suddenly in the sky for all to observe.","A medida que se colapsa la malla de la vieja realidad, podemos ver vetas de luz y extrañas formaciones de nubes apareciendo repentinamente en el cielo para que todos las observen."
Frederick Forsyth's formula spy novels sold in the hundreds of thousands.,Las novelas de espías de Frederick Forsyth vendieron centenares de miles de ejemplares.
That is the right way to earn money,Ese es un buen camino para ganar dinero
Surely those skills still count for something.,Seguramente esas habilidades siguen contando para algo.
More than 80 women from rural and remote Australia attended the National Rural Women's Summit hosted by the Australian Government in Canberra on 27-28 June 2008.,"12.8 En el Plan de industrias primarias del Partido Laborista, el Gobierno australiano se comprometió a fortalecer la capacidad de las campesinas en cuanto a participar en debates de políticas que afectan a sus comunidades."
"They can't do this to me, Bender, a well-known hero.","No pueden hacerme esto a mí, Bender, un héroe famoso."
10 least-visited countries in the world — and how to reach them,Los 10 países menos turísticos del mundo (y por qué vale la pena visitarlos)
Does Garth Fogel have a penchant for stuffing woodland creatures?,¿Garth Fogel tiene afición por disecar animales?
Or how about after they leave for school?,¿Qué tal después de que se vayan a la escuela?
- Is Amy joining us today?,¿Amy nos acompañará hoy?
She disappeared during the night.,Desapareció durante la noche.
That' s clear enough!,¿Ha quedado claro?
The king wears the modest uniform of a Corporal of the guard.,El rey viste un modesto uniforme de cabo de la guardia.
"- Thanks, April.","- Muchas gracias, April."
Those things resonate anything from your childhood?,¿Esas cosas te suenan a algo de tu infancia?
Haven't I come...?,¿No he venido yo...?
- We've lost a whole night already!,- ¡Ya perdimos toda una noche! - Genial.
"Kirkman is infamous for the moment when he accidentally knocked down return man Marcus Alvarez, which ended the Hawks' playoff run some six years ago.","Kirkman es tristemente célebre por el momento cuando accidentalmente dejó fuera de combate al regresador Marcus Alvarez, que acabó hace seis años con la carrera de los Hawks en post temporada."
"As I was saying, uh, my officers are hard at work, and we just want the community to know that we are very close to bringing this whole situation under control...","Como decía... Estamos trabajando duro. Sólo queremos que sepan que, estamos cerca de tener controlada la situación."
"These crimes are committed solely for the sake of pleasure and are treated with widespread indifference by a society which accepts prostitution as the oldest profession in the world. This is also true of pornography which is found in the daily papers, on television and on the Internet, where everything can be bought, even girls.","Estos crímenes tienen por única consigna el placer, se realizan ante la indiferencia general de una sociedad que acepta todo esto en nombre de la profesión más antigua del mundo, mezclado con la pornografía cotidiana de la televisión y en Internet, donde todo se compra, incluso las jóvenes."
"Also, anti-discrimination legislation and quota systems must becomplemented by other measures in order to raise the employment of disabled persons.","Además, los sistemasde cuotas obligatorias y la legislación contra la discriminación deben complementarse conotras medidas destinadas a incrementar el índice de empleo entre discapacitados."
Was that part of the plan too?,¿también era parte del plan?
"Hit it, boys!","¡Rápido, muchachos!"
This proponent of establishing a nation to which former slaves could return to Africa...,Este defensor estableció una nación para que los que habían sido esclavos pudieran volver a África...
"Combined, over 450,000 potential customers were reached during the period under review.","En total, se llegó a más de 450.000 clientes potenciales durante el período que se examina."
"VIRCEN gives you the opportunity to explore new markets, new business opportunities, to develop an idea without having to face contract [rent, electrical, telephony and labor] and high initial expenses minimizing the risk of your investment.","Por otra parte, VIRCEN le da la oportunidad de explorar mercados, nuevas oportunidades de negocios, desarrollar ideas innovadoras, todo ello sin tener que afrontar contratos de alquiler, energía eléctrica, servicios telefónicos y de Internet y demás cargos laborales, elevados gastos hasta ahora ineludibles, y que ya no tendrá que afrontar, minimizando así el riesgo de su inversión."
"Okay, that bitch is dead.","Okay, esa perra esta muerta."
They usually use the Bar Windsor in the Plaza del Castillo.,Suelenacudir en el Bar Windsor de la Plaza del Castillo.
"They said, “Fear not, we are two litigants, one of whom has wronged the other. Now decide between us with truth, and treat us not with injustice, but guide us to the balanced way.","38:22 Cuando entraron adonde estaba David y éste se asustó al verles. Dijeron: «¡No tengas miedo! Somos dos partes litigantes, una de las cuales ha ofendido a la otra. Decide, pues, entre nosostros según justicia, imparcialmente, y dirígenos a la vía recta."
"Clearly, the Committee on Legal Affairs welcomes very much the Green Paper and is grateful that the Commission has waited for Parliament's opinion.","Por supuesto, la Comisión de Asuntos Jurídicos acoge con mucha satisfacción el Libro Verde y está agradecida de que la Comisión haya esperado el dictamen del Parlamento."
"Duncan MacLeod is real. For 400 years, the name's been popping up in legends all over the world.","Ahora, a menos que esté viendo doble, lo cual no hago, yo cuento dos."
7:20.,7:20.
"I just saw it as a way of making easy money, okay.",Sólo lo vi como un modo de hacer dinero fácil. ¿De acuerdo?
"True, we were not in the infirmary, but it is not connected.","Está bien, no estábamos en la enfermería, pero esto no tiene nada que ver."
"It's the real stuff, you know?",Es del bueno.
You haven't much time.,No hay mucho tiempo.
Pollut.,Pollut.
- He does paintings.,Cuadros.
shall be grubbed up.,serán arrancadas.
83rd (closed) meeting,83ª sesión (privada)
"I had it under control, but if you insist.","Lo tengo bajo control, pero si insistes."
"come here, Joe.","Ven, Joe."
Also decides to amend article 1 of the Pension Scheme Regulations for the judges of the International Tribunal for the Former Yugoslavia and to replace that article with the provisions set out in annex II to the present resolution;,Decide también enmendar el artículo 1 del reglamento del plan de pensiones de los magistrados del Tribunal Internacional para la ex Yugoslavia y sustituir ese artículo por las disposiciones que figuran en el anexo II de la presente resolución;
